avg_t,p99_t,read_n,write_n,rho,shards,backpressure
8.218162811370728,14.078162811370724,100,5,0.02,1,1
8.907842712897807,16.22784271289781,100,4,0.02,1,0
9.994541230084124,13.704541230084118,100,8,0.04,1,1
7.743805691968694,11.343805691968697,100,3,0.04,1,0
9.405924380420831,14.725924380420835,100,8,0.06,1,1
9.005164645046321,14.825164645046323,100,13,0.06,1,0
9.123447541129531,17.36344754112953,100,9,0.08,1,1
9.916622283907586,14.876622283907594,100,12,0.08,1,0
10.221593035085244,16.72159303508524,100,6,0.1,1,1
10.698725032186985,17.63872503218699,100,12,0.1,1,0
9.726396486616165,14.526396486616164,100,10,0.12,1,1
12.381912899958902,19.721912899958898,100,21,0.12,1,0
9.195687290916625,16.18568729091662,100,9,0.14,1,1
9.713517796954894,15.13351779695489,100,14,0.14,1,0
9.021757074932347,14.561757074932352,100,12,0.16,1,1
11.054077803578092,16.964077803578107,100,15,0.16,1,0
9.787571276137687,13.787571276137685,100,7,0.18,1,1
15.043586006498607,27.553586006498602,100,24,0.18,1,0
10.663844632416668,16.963844632416667,100,13,0.2,1,1
13.936688850766641,27.166688850766647,100,19,0.2,1,0
10.130820098855613,14.920820098855616,100,13,0.22,1,1
16.820991297339187,29.350991297339192,100,25,0.22,1,0
10.514915378884545,15.06491537888455,100,12,0.24,1,1
21.098503338131163,33.898503338131164,100,33,0.24,1,0
8.90789931938483,14.397899319384834,100,11,0.26,1,1
24.088015744753044,42.39801574475305,100,39,0.26,1,0
10.232313164448597,16.062313164448593,100,14,0.28,1,1
43.32970883009021,55.4197088300902,100,63,0.28,1,0
9.481047748525524,14.591047748525526,100,14,0.3,1,1
20.87245505790971,45.23245505790972,100,46,0.3,1,0
9.832410665036699,15.3324106650367,100,16,0.32,1,1
31.741602739360943,62.21160273936094,100,57,0.32,1,0
8.521853145290876,17.501853145290887,100,12,0.34,1,1
34.79865424342182,56.098654243421805,100,53,0.34,1,0
9.733701172014857,14.543701172014863,100,10,0.36,1,1
74.59631821012748,120.82631821012747,100,69,0.36,1,0
14.589796597213121,27.52979659721313,100,17,0.38,1,1
74.68416388435726,110.22416388435727,100,78,0.38,1,0
11.71923196878096,23.929231968780968,100,14,0.4,1,1
60.01496007764088,105.53496007764089,100,88,0.4,1,0
9.91162141942787,14.191621419427875,100,13,0.42,1,1
61.38498842382457,127.35498842382457,100,107,0.42,1,0
10.755209478621087,17.475209478621082,100,14,0.44,1,1
60.92315055848945,100.58315055848954,100,97,0.44,1,0
10.477273296642078,15.987273296642073,100,15,0.46,1,1
66.53196221941785,113.63196221941786,100,117,0.46,1,0
9.634032807689893,16.024032807689878,100,17,0.48,1,1
79.06514301891606,165.0051430189161,100,124,0.48,1,0
11.141021068723942,17.761021068723934,100,14,0.5,1,1
58.36242556942884,103.17242556942884,100,104,0.5,1,0
10.03986810065691,14.689868100656923,100,17,0.52,1,1
54.677276186479546,111.96727618647955,100,119,0.52,1,0
9.53944686998488,16.649446869984885,100,16,0.54,1,1
113.66979962520192,198.46979962520197,100,171,0.54,1,0
10.219289497372735,15.849289497372745,100,14,0.56,1,1
70.88763911946786,130.64763911946784,100,114,0.56,1,0
10.056643113219911,20.166643113219912,100,14,0.58,1,1
78.73760155647561,146.4376015564756,100,146,0.58,1,0
9.770557301844562,15.180557301844566,100,16,0.6,1,1
87.22267184195049,168.55267184195048,100,151,0.6,1,0
9.958643090373213,13.168643090373225,100,14,0.62,1,1
61.80106050544825,181.53106050544827,100,171,0.62,1,0
11.006256488406821,15.426256488406828,100,15,0.64,1,1
101.02134817338,173.81134817338003,100,165,0.64,1,0
9.20374566495148,12.703745664951484,100,17,0.66,1,1
138.0859863684135,246.8859863684135,100,260,0.66,1,0
9.866458976346994,16.346458976347,100,16,0.68,1,1
97.50422297578409,171.34422297578413,100,147,0.68,1,0
14.414603669192921,24.884603669192927,100,20,0.7,1,1
100.7628867938701,194.28288679387015,100,231,0.7,1,0
8.823058049093385,14.053058049093387,100,13,0.72,1,1
97.93173059403347,214.87173059403347,100,213,0.72,1,0
14.539523995410972,27.809523995410967,100,18,0.74,1,1
92.52390337841116,214.95390337841116,100,242,0.74,1,0
14.246602988309196,28.176602988309202,100,16,0.76,1,1
113.23304449540689,234.43304449540696,100,236,0.76,1,0
9.485320664704068,14.135320664704068,100,16,0.78,1,1
119.78216293451577,251.69216293451575,100,290,0.78,1,0
11.976761620551606,21.286761620551623,100,17,0.8,1,1
135.45959833563364,259.9895983356337,100,294,0.8,1,0
11.553318914916849,20.51331891491685,100,16,0.82,1,1
100.61578076143418,179.7057807614342,100,248,0.82,1,0
10.688754293825646,16.37875429382565,100,17,0.84,1,1
161.2315618892157,326.7715618892156,100,370,0.84,1,0
11.551079242948681,20.671079242948675,100,14,0.86,1,1
144.5693558855376,277.63935588553767,100,367,0.86,1,0
10.929563638387203,16.879563638387197,100,21,0.88,1,1
158.6075465898969,290.87754658989695,100,330,0.88,1,0
11.196733953370348,16.91673395337035,100,17,0.9,1,1
144.95531441507313,317.74531441507315,100,364,0.9,1,0
11.951290578312642,21.32129057831265,100,16,0.92,1,1
138.01456619605736,292.73456619605736,100,328,0.92,1,0
10.714056729447732,17.68405672944773,100,15,0.94,1,1
147.6391294909182,326.1891294909182,100,389,0.94,1,0
10.643491559271883,14.663491559271879,100,15,0.96,1,1
123.7119219925598,273.16192199255977,100,325,0.96,1,0
11.57731235098336,22.197312350983367,100,18,0.98,1,1
197.85100122637203,405.481001226372,100,502,0.98,1,0
9.25303931089786,12.26365922924188,100,9,0.02,5,1
9.497782183102736,12.667029119907392,100,12,0.02,5,0
8.97587759970594,11.763342132833143,100,11,0.04,5,1
9.880599122806986,12.769394029314595,100,25,0.04,5,0
9.068116085730097,12.195024457019032,100,13,0.06,5,1
9.179569262624664,14.505972983564583,100,43,0.06,5,0
9.294809599620194,11.841254243573498,100,16,0.08,5,1
10.415635234847734,15.251030625137075,100,48,0.08,5,0
8.376690762168092,11.234518890857128,100,14,0.1,5,1
10.09539013915044,14.404857053688886,100,57,0.1,5,0
9.636829670522589,12.495679026827133,100,16,0.12,5,1
10.795085870913603,15.628998545989631,100,59,0.12,5,0
8.823337775522873,13.26582322319383,100,21,0.14,5,1
11.234849035922391,14.86179424709719,100,70,0.14,5,0
10.00668996745874,13.22298818116653,100,20,0.16,5,1
12.597132021370724,18.20261383754324,100,122,0.16,5,0
9.412352537269093,12.996316948727724,100,16,0.18,5,1
11.964628075123342,15.487724403013148,100,103,0.18,5,0
9.218263052694462,12.694179322736119,100,19,0.2,5,1
16.511930876056695,26.606356009632627,100,128,0.2,5,0
9.63843774429664,12.413622608536826,100,19,0.22,5,1
22.04085692551812,28.964433858419383,100,151,0.22,5,0
9.139204379220507,13.669903844803827,100,20,0.24,5,1
18.255910775687042,30.868933278765365,100,155,0.24,5,0
8.605996106176981,12.551903255775581,100,19,0.26,5,1
30.569546724660135,52.12312536655766,100,200,0.26,5,0
9.0926118133034,12.897460372409947,100,22,0.28,5,1
22.660724560366422,38.4065265029512,100,197,0.28,5,0
8.855797589032614,11.900309903602576,100,18,0.3,5,1
28.55127582257996,46.33406787378151,100,224,0.3,5,0
8.41608512431082,11.380162177998809,100,19,0.32,5,1
35.0408225000362,65.96513380392167,100,284,0.32,5,0
9.323678933884581,12.372159976726907,100,23,0.34,5,1
26.34328935949816,52.79141349718183,100,250,0.34,5,0
8.917060043240935,12.648509201575024,100,16,0.36,5,1
50.719397024239036,67.54410549061318,100,288,0.36,5,0
9.023996611583131,11.39822657461094,100,23,0.38,5,1
38.756407987457195,72.9964558945027,100,327,0.38,5,0
9.086190322643285,12.120476759636368,100,24,0.4,5,1
43.86526387838424,72.76841807502555,100,335,0.4,5,0
10.385388440312598,15.183257623095523,100,21,0.42,5,1
49.368584108469804,84.2742569572715,100,404,0.42,5,0
9.033046906234553,11.848282057205976,100,21,0.44,5,1
47.108012005141354,95.5744635692582,100,409,0.44,5,0
9.380865873765748,11.334540078523883,100,23,0.46,5,1
56.96094226536385,97.85891874396677,100,478,0.46,5,0
9.368568033150188,15.737642118096899,100,26,0.48,5,1
72.06137172515717,141.52908617118212,100,606,0.48,5,0
10.106607407571982,15.591196220691202,100,22,0.5,5,1
65.58809327199579,116.4613600494556,100,545,0.5,5,0
9.057769282145763,12.03326171182119,100,21,0.52,5,1
64.89366580852747,138.801588881506,100,597,0.52,5,0
9.224329488730703,12.351411012459193,100,25,0.54,5,1
71.94092880698487,135.13858032135317,100,665,0.54,5,0
9.64461360300138,13.218351440905076,100,28,0.56,5,1
76.50474559523418,170.39655378894264,100,831,0.56,5,0
9.543437920998542,13.834082350849599,100,25,0.58,5,1
82.38102077377404,158.9457360438636,100,727,0.58,5,0
9.212161653533501,14.523075333408878,100,24,0.6,5,1
87.36940400859969,171.06811481207106,100,810,0.6,5,0
9.279742739791963,12.203884884488426,100,22,0.62,5,1
92.14217831419995,185.64291010213995,100,933,0.62,5,0
8.875322212329955,12.136527847411966,100,26,0.64,5,1
92.22572299527063,166.22796757127296,100,840,0.64,5,0
9.019977910407372,12.214673975777686,100,26,0.66,5,1
98.80891639828273,206.3449523756595,100,993,0.66,5,0
8.9593172389477,11.604343822422827,100,22,0.68,5,1
104.194670933659,200.5323378006189,100,1016,0.68,5,0
9.176151319857322,12.19055000339639,100,23,0.7,5,1
103.06075044036835,184.71198558259272,100,1025,0.7,5,0
8.928285194572155,11.692434614880854,100,22,0.72,5,1
104.9916469598787,188.3913318448646,100,956,0.72,5,0
9.092800992412984,12.518584241342166,100,25,0.74,5,1
118.82533942738887,215.38310429605724,100,1177,0.74,5,0
9.993560985075671,12.604889781717539,100,26,0.76,5,1
103.25322354244716,187.00587556887248,100,1057,0.76,5,0
8.790727698113182,10.788961031659868,100,27,0.78,5,1
116.31196402234883,230.04687125396595,100,1256,0.78,5,0
9.024580446154433,12.673400676450441,100,24,0.8,5,1
147.5889307014822,269.3098068570626,100,1470,0.8,5,0
9.495077281145148,12.281681994695944,100,28,0.82,5,1
134.42745437105776,232.41148062824954,100,1338,0.82,5,0
9.55198043667761,13.97574760708113,100,26,0.84,5,1
130.75835122151074,237.50188160831306,100,1438,0.84,5,0
9.571365320906057,11.805678695007922,100,23,0.86,5,1
151.60674029942854,272.820176115451,100,1573,0.86,5,0
8.950371690234949,11.296495749735566,100,24,0.88,5,1
142.47879867572158,287.4860802543815,100,1692,0.88,5,0
9.377171110486962,12.250014123212509,100,23,0.9,5,1
161.31378760575097,307.7085296229557,100,1892,0.9,5,0
9.160371606656762,12.836928034638348,100,27,0.92,5,1
173.42051181625249,311.95810791808015,100,1839,0.92,5,0
8.574695514893971,11.5873340075552,100,22,0.94,5,1
162.3568957042581,308.13716873906236,100,1860,0.94,5,0
9.389786236346623,13.292492112377216,100,25,0.96,5,1
155.012286069349,316.40156952657935,100,2023,0.96,5,0
10.137754867727208,14.310860485658589,100,23,0.98,5,1
140.25057022476923,290.3447125962694,100,1964,0.98,5,0
